"Date","Price","Volume","Market_cap"
"2024-08-18 00:00:00 UTC+0","2618.35664914","27530927.688748","23453592115.56954000"
"2024-08-17 00:00:00 UTC+0","2614.28227561","24928446.590914","23417096439.98400500"
"2024-08-16 00:00:00 UTC+0","2590.18180017","49694165.839897","23201219538.36411700"
"2024-08-15 00:00:00 UTC+0","2572.59287138","54610665.253169","23043668976.28592000"
"2024-08-14 00:00:00 UTC+0","2664.57990076","27515732.059668","23867630932.66474000"
"2024-08-13 00:00:00 UTC+0","2703.46022863","48231306.820883","24215896456.90811500"
"2024-08-12 00:00:00 UTC+0","2724.48818266","63760674.702155","24404251644.17891300"
"2024-08-11 00:00:00 UTC+0","2556.12064915","56463207.285307","22896121169.37665000"
"2024-08-10 00:00:00 UTC+0","2607.36312847","42582840.590974","23355119071.52560800"
"2024-08-09 00:00:00 UTC+0","2600.91889427","71707486.649791","23297395674.46063600"
"2024-08-08 00:00:00 UTC+0","2682.27799750","95007924.342323","24026159352.50755000"
"2024-08-07 00:00:00 UTC+0","2336.21038267","104848744.480751","20926303309.08008600"
"2024-08-06 00:00:00 UTC+0","2456.23474439","107717790.066860","22001406055.19203000"
"2024-08-05 00:00:00 UTC+0","2418.09301308","875977767.002499","21659756414.31216000"
"2024-08-04 00:00:00 UTC+0","2685.52855116","135163191.213018","24055275767.84797000"
"2024-08-03 00:00:00 UTC+0","2904.06859218","58659307.863013","26012820010.23378800"
"2024-08-02 00:00:00 UTC+0","2986.01988565","192614511.022953","26746888155.99110000"
"2024-08-01 00:00:00 UTC+0","3199.26934208","80782282.029348","28657042668.99648000"
"2024-07-31 00:00:00 UTC+0","3232.25995804","72946720.974149","28952551858.14330300"
"2024-07-30 00:00:00 UTC+0","3277.04333601","40264453.525544","29353693192.61359400"
"2024-07-29 00:00:00 UTC+0","3320.59023105","44179037.428636","29743758890.76185000"
"2024-07-28 00:00:00 UTC+0","3271.56190197","18282708.474345","29304593953.89577500"
"2024-07-27 00:00:00 UTC+0","3247.33058090","37758356.521603","29087545019.45665000"
"2024-07-26 00:00:00 UTC+0","3276.65264114","56640378.681758","29350193593.74500700"
"2024-07-25 00:00:00 UTC+0","3172.28961271","163002404.721381","28415375221.45107300"
"2024-07-24 00:00:00 UTC+0","3336.51248784","49276597.168149","29886380453.15367500"
"2024-07-23 00:00:00 UTC+0","3480.57768722","80154633.563940","31176825903.16501600"
"2024-07-22 00:00:00 UTC+0","3438.36770008","34199088.992585","30798735385.23578600"
"2024-07-21 00:00:00 UTC+0","3533.76209157","36846507.956470","31653218348.39219000"
"2024-07-20 00:00:00 UTC+0","3519.98810459","35685829.179989","31529839635.80658700"
"2024-07-19 00:00:00 UTC+0","3506.80796162","50240839.543288","31411780204.35171500"
"2024-07-18 00:00:00 UTC+0","3428.07789919","47630901.755685","30706565820.31760800"
"2024-07-17 00:00:00 UTC+0","3393.21986306","78163382.540446","30394329455.71391000"
"2024-07-16 00:00:00 UTC+0","3444.82748926","75144696.640822","30856598113.99829500"
"2024-07-15 00:00:00 UTC+0","3493.12016596","74751523.407361","31289173539.42503700"
"2024-07-14 00:00:00 UTC+0","3252.62650738","36092546.403052","29134982598.10409000"
"2024-07-13 00:00:00 UTC+0","3175.55207962","12731446.561482","28444598348.23025500"
"2024-07-12 00:00:00 UTC+0","3135.38954914","34454246.424218","28084847659.35029000"
"2024-07-11 00:00:00 UTC+0","3098.93490654","50071148.471864","27758309898.13268000"
"2024-07-10 00:00:00 UTC+0","3101.12218957","76907121.108525","27777902203.85522500"
"2024-07-09 00:00:00 UTC+0","3061.93725578","51402430.285566","27426908211.32889000"
"2024-07-08 00:00:00 UTC+0","3013.34149057","124038722.967615","26991617909.58017000"
"2024-07-07 00:00:00 UTC+0","2926.74903927","61714722.612237","26215977190.97834400"
"2024-07-06 00:00:00 UTC+0","3064.44832435","44639320.529415","27449400784.31775300"
"2024-07-05 00:00:00 UTC+0","2980.74992837","147967731.118409","26699683193.05797200"
"2024-07-04 00:00:00 UTC+0","3064.43295573","83400842.584376","27449263121.89420000"
"2024-07-03 00:00:00 UTC+0","3293.83035012","54724300.479985","29504060707.27211400"
"2024-07-02 00:00:00 UTC+0","3415.32236300","21956894.029836","30592309749.37668200"
"2024-07-01 00:00:00 UTC+0","3439.93628454","36364784.385517","30812785778.27760700"
"2024-06-30 00:00:00 UTC+0","3433.47455392","28910566.913374","30754905659.34581000"
"2024-06-29 00:00:00 UTC+0","3371.32614975","15918867.120015","30198219341.39221600"
"2024-06-28 00:00:00 UTC+0","3372.74754957","53629011.304559","30210951347.01875700"
"2024-06-27 00:00:00 UTC+0","3444.18988105","49993603.883405","30850886820.59872000"
"2024-06-26 00:00:00 UTC+0","3367.14831471","62514672.427348","30160796922.67782200"
"2024-06-25 00:00:00 UTC+0","3393.47275891","30800004.412105","30396594737.71803000"
"2024-06-24 00:00:00 UTC+0","3351.07783123","69008907.481057","30016847638.76014300"
"2024-06-23 00:00:00 UTC+0","3418.31942412","47935236.558350","30619155537.99084500"
"2024-06-22 00:00:00 UTC+0","3493.77949151","18484398.607586","31295079362.99404500"
"2024-06-21 00:00:00 UTC+0","3515.62759470","68473511.551221","31490780930.61226300"
"2024-06-20 00:00:00 UTC+0","3509.72777072","52845547.984850","31437934017.90044800"
"2024-06-19 00:00:00 UTC+0","3555.60321221","74979760.171972","31848857370.67144000"
"2024-06-18 00:00:00 UTC+0","3483.25240210","106693519.177548","31200784316.83648000"
"2024-06-17 00:00:00 UTC+0","3511.17475026","81967058.216279","31450895150.64598000"
"2024-06-16 00:00:00 UTC+0","3619.78599269","36935689.354170","32423766352.06664000"
"2024-06-15 00:00:00 UTC+0","3564.85797566","48031058.565998","31931755721.11571500"
"2024-06-14 00:00:00 UTC+0","3481.97758429","80316214.297540","31189365300.70258000"
"2024-06-13 00:00:00 UTC+0","3466.66565886","70457207.348717","31052210702.71517000"
"2024-06-12 00:00:00 UTC+0","3558.19860426","68723897.217263","31872105260.29546000"
"2024-06-11 00:00:00 UTC+0","3499.01935117","126901861.345833","31342014730.43029800"
"2024-06-10 00:00:00 UTC+0","3664.01786598","53795573.834556","32819967654.51293000"
"2024-06-09 00:00:00 UTC+0","3703.09611607","36323598.405782","33170006041.62834500"
"2024-06-08 00:00:00 UTC+0","3681.79814465","20377637.356280","32979232208.44071000"
"2024-06-07 00:00:00 UTC+0","3678.53235869","61487190.094006","32949979351.73854000"
"2024-06-06 00:00:00 UTC+0","3811.52391688","54578794.355721","34141234088.36240800"
"2024-06-05 00:00:00 UTC+0","3862.05535670","74569536.473826","34593862945.85365000"
"2024-06-04 00:00:00 UTC+0","3810.83151447","45143635.388415","34135031983.07343000"
"2024-06-03 00:00:00 UTC+0","3765.37264728","56496548.942228","33727840040.94991000"
"2024-06-02 00:00:00 UTC+0","3780.96244289","49872929.493172","33867483625.23032000"
"2024-06-01 00:00:00 UTC+0","3811.32296631","33510791.008262","34139434099.54917500"
"2024-05-31 00:00:00 UTC+0","3762.23061067","78441206.232805","33699695653.10576000"
"2024-05-30 00:00:00 UTC+0","3747.07015826","77602588.408363","33563897855.21177300"
"2024-05-29 00:00:00 UTC+0","3760.48851191","86093590.739141","33684091028.08274000"
"2024-05-28 00:00:00 UTC+0","3839.58623580","108490288.128338","34392598692.22978000"
"2024-05-27 00:00:00 UTC+0","3892.96146693","141186105.862575","34870700443.71963500"
"2024-05-26 00:00:00 UTC+0","3824.53519667","80405949.233910","34257780949.62697200"
"2024-05-25 00:00:00 UTC+0","3748.45826126","45336234.700808","33576331608.85787000"
"2024-05-24 00:00:00 UTC+0","3726.92508600","138378060.697568","33383450967.56659300"
"2024-05-23 00:00:00 UTC+0","3776.20384723","378961840.917090","33824859118.09494400"
"2024-05-22 00:00:00 UTC+0","3737.23076217","207257959.794829","33475762733.22456400"
"2024-05-21 00:00:00 UTC+0","3786.71786469","295683391.705525","33919037074.01978700"
"2024-05-20 00:00:00 UTC+0","3655.38873650","248718581.932514","32742673339.75383400"
"2024-05-19 00:00:00 UTC+0","3071.22264673","69378519.562930","27510080903.67679200"
"2024-05-18 00:00:00 UTC+0","3121.05907697","43327853.132425","27956484302.40043000"
"2024-05-17 00:00:00 UTC+0","3091.06278175","106596394.419401","27687796355.25470400"
"2024-05-16 00:00:00 UTC+0","2941.54454887","82494395.879097","26348506060.71389800"
"2024-05-15 00:00:00 UTC+0","3032.89799642","78251251.032989","27166792789.51555300"
"2024-05-14 00:00:00 UTC+0","2879.38338568","73195879.006085","25791705455.48150300"
"2024-05-13 00:00:00 UTC+0","2946.11259807","81155236.038146","26389423772.50092000"
"2024-05-12 00:00:00 UTC+0","2928.54139801","20998585.055834","26232032013.27820600"
"2024-05-11 00:00:00 UTC+0","2911.78575628","33285486.045546","26081945512.65781400"
"2024-05-10 00:00:00 UTC+0","2910.77606038","81315771.140864","26072901291.86710700"
"2024-05-09 00:00:00 UTC+0","3033.65061233","51232676.703907","27173534249.45909500"
"2024-05-08 00:00:00 UTC+0","2971.82372050","73619159.550542","26619727836.84700400"
"2024-05-07 00:00:00 UTC+0","3009.81523408","74288331.566820","26960031921.71396600"
"2024-05-06 00:00:00 UTC+0","3063.23474174","88892275.995823","27438530274.51951600"
"2024-05-05 00:00:00 UTC+0","3135.27895915","45497480.817537","28083857063.76314000"
"2024-05-04 00:00:00 UTC+0","3116.52561881","57576288.025705","27915876435.46138400"
"2024-05-03 00:00:00 UTC+0","3100.49023493","96943556.346550","27772241551.69355400"
"2024-05-02 00:00:00 UTC+0","2983.09727965","112940293.344432","26720709289.50623700"
"2024-05-01 00:00:00 UTC+0","2969.53334021","204790541.462958","26599212050.70740500"
"2024-04-30 00:00:00 UTC+0","3012.75671539","170620644.815327","26986379861.33925200"
"2024-04-29 00:00:00 UTC+0","3214.32624009","120432508.375657","28791912891.65441500"
"2024-04-28 00:00:00 UTC+0","3260.60447620","78660322.371570","29206444225.26465600"
"2024-04-27 00:00:00 UTC+0","3250.34077060","78041873.286751","29114508405.59193400"
"2024-04-26 00:00:00 UTC+0","3128.63813162","71718165.875233","28024372707.29981200"
"2024-04-25 00:00:00 UTC+0","3156.34038426","99447143.158218","28272512063.83587300"
"2024-04-24 00:00:00 UTC+0","3136.06633964","97201500.072926","28090909922.99452600"
"2024-04-23 00:00:00 UTC+0","3217.73995468","67434900.231384","28822490799.97093200"
"2024-04-22 00:00:00 UTC+0","3199.70105639","139467228.974639","28660909694.19455000"
"2024-04-21 00:00:00 UTC+0","3147.22466779","60180239.646150","28190859208.76984400"
"2024-04-20 00:00:00 UTC+0","3155.38845880","71259501.684749","28263985314.29843500"
"2024-04-19 00:00:00 UTC+0","3059.90311441","245272363.346839","27408687652.24443000"
"2024-04-18 00:00:00 UTC+0","3063.30263638","112101633.114834","27439138432.06696700"
"2024-04-17 00:00:00 UTC+0","2979.62426385","166494484.859492","26689600198.22815700"
"2024-04-16 00:00:00 UTC+0","3079.36621718","127534055.326209","27583025886.07291400"
"2024-04-15 00:00:00 UTC+0","3096.95543030","160061162.016920","27740578994.91955600"
"2024-04-14 00:00:00 UTC+0","3151.54207324","250108004.712244","28229531811.47728300"
"2024-04-13 00:00:00 UTC+0","3014.59453303","324702573.101817","27002841875.95430400"
"2024-04-12 00:00:00 UTC+0","3240.08127983","186895586.556561","29022610339.67861600"
