"Date","Price","Volume","Market_cap"
"2024-11-30 00:00:00 UTC+0","1.07741459","1320907646.245749","40300689153.65782000"
"2024-11-29 00:00:00 UTC+0","1.07895746","1226314426.413003","40344797193.70262000"
"2024-11-28 00:00:00 UTC+0","1.02963933","779993537.341969","38500674618.71517000"
"2024-11-27 00:00:00 UTC+0","1.01212070","1226354962.248647","37845611011.96037000"
"2024-11-26 00:00:00 UTC+0","0.96276453","1411169835.652412","36000066061.32511000"
"2024-11-25 00:00:00 UTC+0","0.94683335","1554731427.545164","35404361174.02191000"
"2024-11-24 00:00:00 UTC+0","1.02244097","1783714890.082429","38218533905.12865400"
"2024-11-23 00:00:00 UTC+0","1.06340377","3373035378.650127","39749710856.38688000"
"2024-11-22 00:00:00 UTC+0","1.00437117","3381595963.919210","37543090125.66753400"
"2024-11-21 00:00:00 UTC+0","0.82155053","1214536482.319902","30709309838.98226500"
"2024-11-20 00:00:00 UTC+0","0.80508765","1834542351.743992","30093932424.93161800"
"2024-11-19 00:00:00 UTC+0","0.73935005","618460717.371413","27627223713.44679000"
"2024-11-18 00:00:00 UTC+0","0.73835989","1033640340.065893","27590224736.53166200"
"2024-11-17 00:00:00 UTC+0","0.70212664","881378536.297948","26236300060.21658300"
"2024-11-16 00:00:00 UTC+0","0.73935202","2654765601.919606","27627297562.68033200"
"2024-11-15 00:00:00 UTC+0","0.70021576","2062720866.390575","26164896496.80528300"
"2024-11-14 00:00:00 UTC+0","0.57631126","672299506.231975","21527664217.66736200"
"2024-11-13 00:00:00 UTC+0","0.57998392","1063586416.885638","21664853482.47235000"
"2024-11-12 00:00:00 UTC+0","0.57498123","1382972491.466352","21477981961.16134300"
"2024-11-11 00:00:00 UTC+0","0.61329004","1556087102.298991","22908977900.29289200"
"2024-11-10 00:00:00 UTC+0","0.58832811","3105442938.850188","21976544271.79685000"
"2024-11-09 00:00:00 UTC+0","0.49420750","354069362.486159","18454408922.45705400"
"2024-11-08 00:00:00 UTC+0","0.44414715","783108043.726575","16585084477.99761200"
"2024-11-07 00:00:00 UTC+0","0.40427141","308487189.326212","15096067942.32128500"
"2024-11-06 00:00:00 UTC+0","0.36290808","260131544.859277","13551502457.42223400"
"2024-11-05 00:00:00 UTC+0","0.33466025","104826119.020560","12496688185.11845200"
"2024-11-04 00:00:00 UTC+0","0.32587948","107141357.944148","12164518769.19893000"
"2024-11-03 00:00:00 UTC+0","0.33482990","109471074.811678","12498622774.83077000"
"2024-11-02 00:00:00 UTC+0","0.34789696","96091588.134126","12986393560.38980100"
"2024-11-01 00:00:00 UTC+0","0.35757930","148017897.785069","13347818491.23497600"
"2024-10-31 00:00:00 UTC+0","0.34201003","112847780.355267","12766644328.94942700"
"2024-10-30 00:00:00 UTC+0","0.35581292","119569529.104190","13277260615.70504800"
"2024-10-29 00:00:00 UTC+0","0.35541711","123273718.548878","13262490745.93642800"
"2024-10-28 00:00:00 UTC+0","0.34407846","109853888.346020","12839385813.88831000"
"2024-10-27 00:00:00 UTC+0","0.33982420","64210136.884762","12680636777.22609000"
"2024-10-26 00:00:00 UTC+0","0.33308945","103087965.327835","12429327824.15367100"
"2024-10-25 00:00:00 UTC+0","0.32422410","162293354.137197","12094310521.21616600"
"2024-10-24 00:00:00 UTC+0","0.34616725","124425562.826131","12912841038.26455300"
"2024-10-23 00:00:00 UTC+0","0.34977194","118516796.570819","13047304021.92733600"
"2024-10-22 00:00:00 UTC+0","0.36427064","129905245.131403","13588139223.22383300"
"2024-10-21 00:00:00 UTC+0","0.36067908","127347081.056435","13454165719.72733100"
"2024-10-20 00:00:00 UTC+0","0.36471130","77020752.246075","13599777886.35714700"
"2024-10-19 00:00:00 UTC+0","0.35138882","69414569.147775","13102993721.81688500"
"2024-10-18 00:00:00 UTC+0","0.35057718","92062864.869517","13072728244.56724500"
"2024-10-17 00:00:00 UTC+0","0.34296964","129221713.359523","12789049322.76844400"
"2024-10-16 00:00:00 UTC+0","0.35267596","111363983.464246","13150989941.82199100"
"2024-10-15 00:00:00 UTC+0","0.35741146","163191972.162060","13322828815.57804900"
"2024-10-14 00:00:00 UTC+0","0.36341896","119423351.810942","13546763837.61140800"
"2024-10-13 00:00:00 UTC+0","0.34812757","77768420.159149","12976763680.02379200"
"2024-10-12 00:00:00 UTC+0","0.35307401","63228190.080655","13161146542.45995700"
"2024-10-11 00:00:00 UTC+0","0.35106135","81904328.382833","13086122705.37193000"
"2024-10-10 00:00:00 UTC+0","0.33873417","83458037.779508","12622170491.43318700"
"2024-10-09 00:00:00 UTC+0","0.33955709","90102241.573706","12652834574.19113000"
"2024-10-08 00:00:00 UTC+0","0.34477930","89727780.119338","12847428773.41654400"
"2024-10-07 00:00:00 UTC+0","0.35202075","104215431.290229","13117265231.88234000"
"2024-10-06 00:00:00 UTC+0","0.35727829","60753375.513929","13313175580.12328100"
"2024-10-05 00:00:00 UTC+0","0.35178926","60986766.660140","13104027706.73356000"
"2024-10-04 00:00:00 UTC+0","0.35184014","91869517.127624","13105922879.30006400"
"2024-10-03 00:00:00 UTC+0","0.34515327","111197113.461337","12856839111.01844600"
"2024-10-02 00:00:00 UTC+0","0.34374870","135981339.404576","12804519655.72189500"
"2024-10-01 00:00:00 UTC+0","0.35336951","175880552.873664","13162891200.23666200"
"2024-09-30 00:00:00 UTC+0","0.37319366","113995821.377970","13896438375.77722000"
"2024-09-29 00:00:00 UTC+0","0.39746925","74637015.079222","14800376869.54478600"
"2024-09-28 00:00:00 UTC+0","0.40083881","89239915.917534","14925847917.02899700"
"2024-09-27 00:00:00 UTC+0","0.40234944","129034780.608203","14982098429.21460200"
"2024-09-26 00:00:00 UTC+0","0.40187899","144267841.518471","14964580456.17250400"
"2024-09-25 00:00:00 UTC+0","0.38079407","127610769.565380","14174418691.22636000"
"2024-09-24 00:00:00 UTC+0","0.38771406","156304430.912361","14432003711.41359100"
"2024-09-23 00:00:00 UTC+0","0.36408472","118220384.630659","13552440966.63416900"
"2024-09-22 00:00:00 UTC+0","0.35202785","81957746.307416","13103644595.09401500"
"2024-09-21 00:00:00 UTC+0","0.35868013","72553364.716483","13351264504.24983800"
"2024-09-20 00:00:00 UTC+0","0.35228773","100655491.186544","13108693184.02353300"
"2024-09-19 00:00:00 UTC+0","0.35099526","117287667.705155","13060600223.33758200"
"2024-09-18 00:00:00 UTC+0","0.34327934","102066118.044521","12773489344.32128100"
"2024-09-17 00:00:00 UTC+0","0.33381693","81803212.827565","12421391391.34677100"
"2024-09-16 00:00:00 UTC+0","0.33006947","84399225.790056","12281947756.24859200"
"2024-09-15 00:00:00 UTC+0","0.33870183","79708721.448352","12598765490.39101400"
"2024-09-14 00:00:00 UTC+0","0.35541418","65237274.307588","13220418581.28313400"
"2024-09-13 00:00:00 UTC+0","0.36106396","95012671.079325","13430574572.35867900"
"2024-09-12 00:00:00 UTC+0","0.35618170","107369302.331697","13248968169.61992800"
"2024-09-11 00:00:00 UTC+0","0.35309879","113249783.201941","13134292574.22045500"
"2024-09-10 00:00:00 UTC+0","0.34349782","80542218.058737","12772536730.16859600"
"2024-09-09 00:00:00 UTC+0","0.34370073","112602960.454428","12780081480.51684000"
"2024-09-08 00:00:00 UTC+0","0.33881468","94724746.307027","12598399952.81058500"
"2024-09-07 00:00:00 UTC+0","0.32530036","79865548.972910","12095887018.39477300"
"2024-09-06 00:00:00 UTC+0","0.31496039","159848978.722927","11711407897.08628700"
"2024-09-05 00:00:00 UTC+0","0.32482934","144847671.846945","12074045088.54687300"
"2024-09-04 00:00:00 UTC+0","0.32380453","159921684.883641","12035952402.38376400"
"2024-09-03 00:00:00 UTC+0","0.31820345","103493832.285467","11827757905.43790400"
"2024-09-02 00:00:00 UTC+0","0.33606023","108382325.594360","12491502256.98932800"
"2024-09-01 00:00:00 UTC+0","0.33162161","93874285.355144","12326516849.29918500"
"2024-08-31 00:00:00 UTC+0","0.34510261","56504450.825025","12827611084.92954300"
"2024-08-30 00:00:00 UTC+0","0.34737013","137526974.882967","12907270521.84365000"
"2024-08-29 00:00:00 UTC+0","0.35627960","117989305.537392","13238320364.58627900"
"2024-08-28 00:00:00 UTC+0","0.35031218","133612817.321513","13016588465.39058500"
"2024-08-27 00:00:00 UTC+0","0.35064415","137844392.950482","13028923330.44512200"
"2024-08-26 00:00:00 UTC+0","0.36703490","125944111.143583","13632993189.98390800"
"2024-08-25 00:00:00 UTC+0","0.38553527","120000234.876793","14320163321.29374300"
"2024-08-24 00:00:00 UTC+0","0.39392957","121289935.659318","14631957777.65618300"
"2024-08-23 00:00:00 UTC+0","0.39150542","172214309.700358","14541915858.64291800"
"2024-08-22 00:00:00 UTC+0","0.37637700","108425971.102814","13979992156.61636700"
"2024-08-21 00:00:00 UTC+0","0.36904507","174052718.556109","13707657888.62207000"
"2024-08-20 00:00:00 UTC+0","0.34358116","101643988.184753","12757257851.97617700"
"2024-08-19 00:00:00 UTC+0","0.33655204","84046083.562586","12496264559.68340500"
"2024-08-18 00:00:00 UTC+0","0.33506585","60451116.441130","12441082213.32013100"
"2024-08-17 00:00:00 UTC+0","0.33709701","65423581.651732","12516499469.51863500"
"2024-08-16 00:00:00 UTC+0","0.32993075","129824388.816543","12250414517.26909400"
"2024-08-15 00:00:00 UTC+0","0.32531353","104644498.818763","12074535117.85023100"
"2024-08-14 00:00:00 UTC+0","0.33545532","88559766.574621","12450964066.91383200"
"2024-08-13 00:00:00 UTC+0","0.33995506","82749086.541410","12617979334.15499900"
"2024-08-12 00:00:00 UTC+0","0.33829981","109992114.121477","12556542057.33211700"
"2024-08-11 00:00:00 UTC+0","0.32863499","80666606.846324","12193343411.91575000"
"2024-08-10 00:00:00 UTC+0","0.34596613","59003092.148461","12836380850.22315600"
"2024-08-09 00:00:00 UTC+0","0.34871331","107995012.264327","12938309287.70979100"
"2024-08-08 00:00:00 UTC+0","0.35180559","139962166.951445","13053042444.28878600"
"2024-08-07 00:00:00 UTC+0","0.32316345","142626709.784677","11990333026.46149300"
"2024-08-06 00:00:00 UTC+0","0.33070660","173957416.676158","12270206661.65324400"
"2024-08-05 00:00:00 UTC+0","0.31310145","611811652.327139","11612748187.86348700"
"2024-08-04 00:00:00 UTC+0","0.34419330","130256053.209010","12765926606.74794000"
"2024-08-03 00:00:00 UTC+0","0.36443809","123047950.583598","13516794208.31063500"
"2024-08-02 00:00:00 UTC+0","0.36372929","160943505.195820","13490505043.37550200"
"2024-08-01 00:00:00 UTC+0","0.39206022","139465207.822209","14535957858.35738400"
"2024-07-31 00:00:00 UTC+0","0.38869190","107160117.787090","14411074753.48142400"
"2024-07-30 00:00:00 UTC+0","0.40131707","106833203.642391","14879163418.58044000"
"2024-07-29 00:00:00 UTC+0","0.40423808","122681608.573150","14987462109.43191100"
"2024-07-28 00:00:00 UTC+0","0.40737585","114810578.991671","15103797632.08371400"
"2024-07-27 00:00:00 UTC+0","0.41829406","216515169.117588","15502891583.04169800"
"2024-07-26 00:00:00 UTC+0","0.41768545","107654377.984106","15480335162.00644100"
"2024-07-25 00:00:00 UTC+0","0.39477254","142194215.967457","14631132866.02680400"
"2024-07-24 00:00:00 UTC+0","0.40668602","136940544.948512","15072672362.86253200"
"2024-07-23 00:00:00 UTC+0","0.41035341","130896762.021094","15208594043.43689300"
"2024-07-22 00:00:00 UTC+0","0.42605210","337597219.365783","15784639764.44626600"
"2024-07-21 00:00:00 UTC+0","0.44636730","142741405.573630","16537289574.49131400"
"2024-07-20 00:00:00 UTC+0","0.43702012","97898042.579240","16190989483.93658400"
"2024-07-19 00:00:00 UTC+0","0.43880640","146293997.057469","16257168702.25373500"
"2024-07-18 00:00:00 UTC+0","0.42397833","134880061.606408","15707809545.01599700"
"2024-07-17 00:00:00 UTC+0","0.43589191","162760023.841959","16143255020.25470200"
"2024-07-16 00:00:00 UTC+0","0.43818685","200229987.329122","16228248018.31733100"
"2024-07-15 00:00:00 UTC+0","0.44507771","217392786.051759","16483450768.77877800"
"2024-07-14 00:00:00 UTC+0","0.43247349","155892096.699661","16016653793.80263000"
"2024-07-13 00:00:00 UTC+0","0.44174291","161671329.069579","16359946627.76676400"
"2024-07-12 00:00:00 UTC+0","0.41706049","154233698.615654","15440108816.75325200"
"2024-07-11 00:00:00 UTC+0","0.39573597","132163591.967012","14650648165.74840700"
"2024-07-10 00:00:00 UTC+0","0.38920606","100692377.095510","14408902384.23304200"
"2024-07-09 00:00:00 UTC+0","0.37534794","113602947.973958","13895857208.42883100"
"2024-07-08 00:00:00 UTC+0","0.36862551","218755313.647295","13646984327.78756700"
"2024-07-07 00:00:00 UTC+0","0.34700743","94197856.094275","12841969768.17158900"
"2024-07-06 00:00:00 UTC+0","0.37071782","116709792.971411","13719438399.89240600"
"2024-07-05 00:00:00 UTC+0","0.34963748","353656628.705111","12939302250.45661500"
"2024-07-04 00:00:00 UTC+0","0.36247771","183192502.847487","13414490260.68257700"
"2024-07-03 00:00:00 UTC+0","0.40616031","146959870.076574","15031085811.94749300"
"2024-07-02 00:00:00 UTC+0","0.41731270","108097727.523149","15443811046.09385700"
"2024-07-01 00:00:00 UTC+0","0.40284820","108444032.139984","14903013166.66679800"
"2024-06-30 00:00:00 UTC+0","0.39180540","80538181.608886","14494494385.86570700"
"2024-06-29 00:00:00 UTC+0","0.38350663","95086707.877618","14187488996.32700700"
"2024-06-28 00:00:00 UTC+0","0.38525391","122722377.981497","14252127937.35597400"
"2024-06-27 00:00:00 UTC+0","0.39042157","106584201.303060","14443301061.29996000"
"2024-06-26 00:00:00 UTC+0","0.38464384","112546460.850178","14224351016.96463200"
"2024-06-25 00:00:00 UTC+0","0.39171325","111204626.747622","14485781990.53704800"
"2024-06-24 00:00:00 UTC+0","0.37769126","159065286.713050","13967240696.67185000"
"2024-06-23 00:00:00 UTC+0","0.37977039","80578596.256023","14044128033.28068000"
"2024-06-22 00:00:00 UTC+0","0.38449088","110175874.773070","14213408041.42762400"
"2024-06-21 00:00:00 UTC+0","0.37592811","106084170.360435","13896869848.73347900"
"2024-06-20 00:00:00 UTC+0","0.38413980","114781192.966280","14200429730.93883500"
"2024-06-19 00:00:00 UTC+0","0.38421822","115444408.569715","14203328695.59107600"
"2024-06-18 00:00:00 UTC+0","0.38330768","257237406.883833","14169668996.13089400"
"2024-06-17 00:00:00 UTC+0","0.40133472","155832588.621654","14830518025.22675700"
"2024-06-16 00:00:00 UTC+0","0.41644303","64229580.155315","15388815109.11624500"
"2024-06-15 00:00:00 UTC+0","0.41373491","78743757.045360","15288742078.50641000"
"2024-06-14 00:00:00 UTC+0","0.41195506","149758899.394241","15222971019.89514000"
"2024-06-13 00:00:00 UTC+0","0.42089933","151257773.728468","15553488699.86634300"
"2024-06-12 00:00:00 UTC+0","0.43784756","181647319.950789","16173725995.64563800"
"2024-06-11 00:00:00 UTC+0","0.42188801","219651661.451556","15584193373.26997600"
"2024-06-10 00:00:00 UTC+0","0.44056859","144935990.566949","16274238631.03356400"
"2024-06-09 00:00:00 UTC+0","0.44395730","73476717.204098","16399414957.70580700"
"2024-06-08 00:00:00 UTC+0","0.43692550","123056091.782385","16139665990.37197500"
"2024-06-07 00:00:00 UTC+0","0.44986085","325454699.652046","16617486904.91894700"
"2024-06-06 00:00:00 UTC+0","0.45795995","109478438.855724","16916661035.94521900"
"2024-06-05 00:00:00 UTC+0","0.46107377","111689198.899472","17031683211.54270000"
"2024-06-04 00:00:00 UTC+0","0.46118945","115554595.689338","17029620494.70837800"
"2024-06-03 00:00:00 UTC+0","0.45674153","115285377.418313","16865379410.77072300"
"2024-06-02 00:00:00 UTC+0","0.44636990","92388029.519130","16476210210.37854200"
"2024-06-01 00:00:00 UTC+0","0.44993285","63153557.782293","16607724159.31393000"
"2024-05-31 00:00:00 UTC+0","0.44750511","117428239.787128","16518112503.12312700"
"2024-05-30 00:00:00 UTC+0","0.44633003","139332423.600053","16474738672.38216600"
"2024-05-29 00:00:00 UTC+0","0.45080087","132236577.497720","16639764338.98607800"
"2024-05-28 00:00:00 UTC+0","0.45704032","165466104.657099","16863741956.01499700"
"2024-05-27 00:00:00 UTC+0","0.46787837","123079333.699985","17263641239.52751500"
"2024-05-26 00:00:00 UTC+0","0.45798893","82826646.831033","16898743758.10489800"
"2024-05-25 00:00:00 UTC+0","0.46229126","85680592.211661","17057489721.35911800"
"2024-05-24 00:00:00 UTC+0","0.45979039","135020532.549224","16965213253.43502600"
"2024-05-23 00:00:00 UTC+0","0.46533441","263580999.128441","17169775153.43595500"
"2024-05-22 00:00:00 UTC+0","0.48307718","161284761.338324","17817640904.51228000"
"2024-05-21 00:00:00 UTC+0","0.49477073","225774413.028950","18248941402.34396000"
"2024-05-20 00:00:00 UTC+0","0.50152143","255252047.747446","18497931632.41888000"
"2024-05-19 00:00:00 UTC+0","0.46718447","95443499.611788","17231460124.27136200"
"2024-05-18 00:00:00 UTC+0","0.48242968","92512723.529819","17786928291.94875700"
"2024-05-17 00:00:00 UTC+0","0.48199868","189312935.096070","17771037511.40603600"
"2024-05-16 00:00:00 UTC+0","0.45964387","150980860.891018","16946827210.19470800"
"2024-05-15 00:00:00 UTC+0","0.45310719","143812016.979843","16705823528.17799000"
"2024-05-14 00:00:00 UTC+0","0.42799522","119151092.071352","15779958418.68426700"
"2024-05-13 00:00:00 UTC+0","0.43626937","168058479.470024","16085021966.32285700"
"2024-05-12 00:00:00 UTC+0","0.43752818","63637307.494654","16131433645.99235300"
"2024-05-11 00:00:00 UTC+0","0.43884712","80942687.408839","16180062104.33044600"
"2024-05-10 00:00:00 UTC+0","0.44842791","130824983.939782","16533300943.51169400"
"2024-05-09 00:00:00 UTC+0","0.46354007","131820183.050452","17083919449.23033500"
"2024-05-08 00:00:00 UTC+0","0.45250070","220079918.046693","16677060123.73998800"
"2024-05-07 00:00:00 UTC+0","0.44245196","137373784.317612","16306710273.27344500"
"2024-05-06 00:00:00 UTC+0","0.45418928","153856792.554942","16739292931.65190700"
"2024-05-05 00:00:00 UTC+0","0.45799333","103590364.114793","16873024977.85082400"
"2024-05-04 00:00:00 UTC+0","0.46324362","108554288.740970","17066452024.47383900"
"2024-05-03 00:00:00 UTC+0","0.46734052","156620797.404703","17217386854.24841000"
"2024-05-02 00:00:00 UTC+0","0.45793358","177675164.969532","16870823799.13696000"
"2024-05-01 00:00:00 UTC+0","0.44975118","259455207.316167","16569374197.80035800"
"2024-04-30 00:00:00 UTC+0","0.44064564","187626343.521648","16233915248.26195500"
"2024-04-29 00:00:00 UTC+0","0.45736469","128124705.898149","16843416151.78821000"
"2024-04-28 00:00:00 UTC+0","0.45931759","108082663.608569","16915335570.43366400"
"2024-04-27 00:00:00 UTC+0","0.46739885","146167192.893886","17212945223.45688000"
"2024-04-26 00:00:00 UTC+0","0.46276165","137921089.063272","17042170580.91203000"
"2024-04-25 00:00:00 UTC+0","0.47044122","157776609.978393","17318319409.30676700"
"2024-04-24 00:00:00 UTC+0","0.47475139","228232339.953238","17476989353.33019600"
"2024-04-23 00:00:00 UTC+0","0.50024505","193336147.519171","18415485624.13882000"
"2024-04-22 00:00:00 UTC+0","0.51661356","195804168.480073","19018058689.31232000"
"2024-04-21 00:00:00 UTC+0","0.49935807","168627679.735513","18375812934.26351000"
"2024-04-20 00:00:00 UTC+0","0.50628713","275140009.034663","18630794426.91948300"
"2024-04-19 00:00:00 UTC+0","0.46976832","294527386.817046","17286943501.46407300"
"2024-04-18 00:00:00 UTC+0","0.45772417","190081910.337739","16843732538.31868700"
"2024-04-17 00:00:00 UTC+0","0.44422063","234760487.709440","16346817369.73593300"
"2024-04-16 00:00:00 UTC+0","0.45825429","257980537.966834","16856886534.39446000"
"2024-04-15 00:00:00 UTC+0","0.46138608","370898466.999752","16972089558.36865400"
"2024-04-14 00:00:00 UTC+0","0.46955940","514569742.603970","17272745360.98771700"
"2024-04-13 00:00:00 UTC+0","0.45013433","682268791.631148","16551900402.32049000"
"2024-04-12 00:00:00 UTC+0","0.50429243","638635456.734921","18543349201.56191000"
"2024-04-11 00:00:00 UTC+0","0.58630411","155055441.269106","21559002928.49205000"
"2024-04-10 00:00:00 UTC+0","0.58577927","247835876.609512","21539703773.72266400"
"2024-04-09 00:00:00 UTC+0","0.59159038","237230976.380317","21753384533.63602400"
"2024-04-08 00:00:00 UTC+0","0.61407462","206043602.039972","22571442333.69830000"
"2024-04-07 00:00:00 UTC+0","0.58859164","131007060.679087","21634768726.20507000"
"2024-04-06 00:00:00 UTC+0","0.58394658","104611936.917793","21464031047.03698700"
"2024-04-05 00:00:00 UTC+0","0.57500312","206630046.165287","21135297550.76587000"
