Date,Price,Return,Log_Return,MA_7,Vol_7,MA_14,Vol_14,MA_30,Vol_30,MA_90,Vol_90
2020-10-28,13655.18541588,0.0455097358681078,0.04450455200781178,13075.569510351428,0.02970698389809731,12307.27226323857,0.022918206829272755,11554.824313312001,0.018412342902900218,11299.830077197888,0.024121845472769562
2020-10-29,13282.99934829,-0.0272560244518667,-0.027634360353683718,13143.650027717144,0.022277106133641054,12439.231328289285,0.025186781210208956,11641.856673446333,0.019288685695895782,11323.904434804555,0.02432633055078769
2020-10-30,13441.87849603,0.011961089779052969,0.011890121291170175,13213.76923285857,0.022307803116395977,12578.252292596428,0.02513185736393678,11728.668737097,0.01924874000066088,11347.41917890189,0.02428460719159243
2020-10-31,13537.17427152,0.007089468597573312,0.007064456460671664,13300.783800739999,0.02207385717245909,12736.686327299287,0.02397505704798675,11820.878501231999,0.01907891430384084,11366.586734060224,0.023899460899179697
2020-11-01,13778.63763835,0.01783705830972404,0.01767984471778128,13396.868317752856,0.022339821023216386,12909.030863536429,0.023859059728014057,11925.900553711666,0.018735458960437792,11396.723749590888,0.022931845389118223
2020-11-02,13720.36146515,-0.004229458291130306,-0.004238427749415408,13496.718406757145,0.02212450677752675,13067.920969926428,0.024355950286363604,12030.823441116334,0.01871108318240159,11424.384346284221,0.02290631504414885
2020-11-03,13558.36179552,-0.011807245023498947,-0.011877504132982608,13567.799775819998,0.02332510116417756,13196.93632218357,0.025048617854399415,12131.213625787666,0.018982435521087214,11450.78928281189,0.022944750866610963
2020-11-04,13989.97635818,0.03183382839087634,0.03133763509333143,13615.62705329143,0.019717578859741333,13345.598281821427,0.02568683114190706,12241.856144015666,0.01944657401940946,11476.019425414443,0.022643891837756232
2020-11-05,14101.71605081,0.007987125193722466,0.007955396942330495,13732.586582222857,0.014260125725306239,13438.118304970001,0.018047160674054322,12352.415032273,0.01944587549009329,11501.948184398556,0.022651145624712002
2020-11-06,15553.33170108,0.10293893629964401,0.0979783772698184,14034.222754372857,0.038544250453335815,13623.995993615714,0.031390649844160595,12517.327495932,0.025340235404491377,11546.190892403,0.02492204863732549
2020-11-07,15548.31214506,-0.000322731882562044,-0.00032278397170415474,14321.528164878573,0.039109056552109625,13811.155982809287,0.03133833112104493,12680.004200407333,0.025426402454564376,11588.515127276889,0.024898228902417458
2020-11-08,14818.45891122,-0.04694099443275512,-0.04807846164415963,14470.074061002857,0.04678407779631453,13933.471189377857,0.035281195286952435,12810.99727922,0.02761888159004757,11623.355209966556,0.025445090188080995
2020-11-09,15496.31614915,0.0457441115834758,0.044728700517218556,14723.781873002858,0.047811843971471445,14110.25013988,0.036225706556663066,12958.766071316331,0.028340663342856613,11663.726078149331,0.025810033845640512
2020-11-10,15335.34219818,-0.01038788505736754,-0.010442215716636838,14977.63621624,0.04766472264114487,14272.71799603,0.036687010550945275,13093.726079854334,0.028572733616787097,11707.466868563555,0.02545435059025108
2020-11-11,15278.7096598,-0.00369294259287678,-0.003699778339910864,15161.740973614285,0.047923046858047255,14388.684013452857,0.03558454482445703,13223.755905955668,0.02868991141051094,11748.565109765777,0.025431963202800344
2020-11-12,15686.90598621,0.026716675393342326,0.026366016929801006,15388.196678671427,0.04807887163063736,14560.391630447144,0.03429860952074888,13361.879980136999,0.028838327608704074,11791.562242514778,0.025487356925273066
2020-11-13,16265.14925248,0.03686152430430312,0.03619838542657128,15489.884900299998,0.032045139185594144,14762.053827336427,0.034909780921270846,13523.181437079,0.028945477161906995,11841.426219514668,0.02571774897287038
2020-11-14,16326.81487508,0.0037912730859568367,0.0037841043235946614,15601.09957601714,0.03192909569402029,14961.313870447859,0.03497295797541033,13686.222851662335,0.02891025818079216,11891.00298690267,0.025715029642905406
